Code,Name,Industry Code,Industry,No. of Listed Shares(shr.),Capital Stock(KRW),ParValue,Currency,
105630,Hansae,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","40,000,000","20,000,000,000",500,KRW,285
007190,Hansol Artone Paper,031701,"Manufacture of Pulp, Paper and Paperboard","38,478,081","38,945,796,000","1,000",KRW,815
070590,Hansol Intic,106201,"Computer programming, System Integration and Management Services","13,788,521","6,894,260,500",500,KRW,983
009180,Hansol Logistics,085209,Other Services Allied to Transport Agency,"48,003,452","8,840,941,000",500,KRW,533
099660,Hansol SeenTec,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","34,887,602","17,443,801,000",500,KRW,1377
004710,Hansol Technics,032602,Manufacture of Electronic Components,"21,054,657","105,273,285,000","5,000",KRW,645
081970,HansolNexG,105802,Software Development and Supply,"5,760,000","2,880,000,000",500,KRW,1663
002680,Hantop,031006,"Manufacture of Grain Mill Products, Starches and Starch Products","20,800,000","10,400,000,000",500,KRW,1159
217620,Hanwha ACPC SPAC,116601,Activities Auxiliary to Financial Service Activities,"7,450,000","745,000,000",100,KRW,1932
000370,Hanwha General Ins,116501,Insurance,"90,738,915","453,694,575,000","5,000",KRW,1629
215380,Hanwha MGI SPAC,116601,Activities Auxiliary to Financial Service Activities,"5,500,000","550,000,000",100,KRW,1911
009830,HanwhaChem,032001,Manufacture of Basic Chemicals,"161,939,571","815,316,540,000","5,000",KRW,994
000540,Heungkuk F&M Ins,116501,Insurance,"64,242,645","325,821,225,000","5,000",KRW,998
024060,Heungu,074607,Other Specialized Wholesale,"15,000,000","1,500,000,000",100,KRW,1255
153360,Hi Gold No.3,126901,Renting of Transport Equipment,"16,149,790","80,748,950,000","5,000",KRW,1581
149980,Hironic,032701,Manufacture of Medical Appliances and Instruments,"2,795,929","1,397,964,500",500,KRW,1768
060560,Home Center,032303,"Manufacture of Cement, Lime and Plaster and Its Products","27,142,566","13,571,283,000",500,KRW,62
025750,HomeDeco,031601,Sawmilling and Planing of Wood,"76,097,561","79,297,561,000","1,000",KRW,720
015540,Hot-Tech,147509,Other Business Support Services,"28,227,587","14,113,793,500",500,KRW,650
069260,Huchems,032004,Manufacture of Other Chemical Products,"40,878,588","40,878,588,000","1,000",KRW,1455
200670,Humedix,032102,Manufacture of Medicaments,"6,506,710","3,253,355,000",500,KRW,1842
084110,Huons,032102,Manufacture of Medicaments,"11,396,154","5,698,077,000",500,KRW,1383
064090,Huviron,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"22,258,402","11,129,201,000",500,KRW,37
065510,Huvitz,032701,Manufacture of Medical Appliances and Instruments,"11,841,371","5,920,685,500",500,KRW,1359
032560,HwangKum S&T,032402,Manufacture of Basic Precious and Non-ferrous Metals,"14,000,000","7,000,000,000",500,KRW,715
126700,HyVISION,032703,"Manufacture of Spectacle, Photographic Equipment and Other Optical Instruments","14,942,112","7,471,056,000",500,KRW,1489
204630,Hyundai 2nd SPAC,116601,Activities Auxiliary to Financial Service Activities,"6,815,000","681,500,000",100,KRW,1852
204760,Hyundai Able SPAC 1,116601,Activities Auxiliary to Financial Service Activities,"5,525,000","552,500,000",100,KRW,1816
012630,Hyundai Dvp Co,064101,Building Construction,"75,384,180","376,920,900,000","5,000",KRW,1399
126560,Hyundai HCN,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","107,892,760","53,946,380,000",500,KRW,1487
011720,"Hyundai Paint co.,LTD",032004,Manufacture of Other Chemical Products,"28,031,436","14,015,718,000",500,KRW,870
052860,I&C,032601,Manufacture of Semiconductor,"14,207,903","7,103,951,500",500,KRW,1025
011420,IB Worldwide,189101,Sports Services,"19,622,424","9,811,212,000",500,KRW,936
024110,IBK,116401,Banking and Savings Institutions,"556,401,958","2,782,009,790,000","5,000",KRW,1723
204840,IBKS No2 SPAC,116601,Activities Auxiliary to Financial Service Activities,"4,500,000","450,000,000",100,KRW,1862
059100,IC,032602,Manufacture of Electronic Components,"6,754,625","3,377,312,500",500,KRW,1524
040910,ICD,032902,Manufacture of Special-Purpose Machinery,"16,450,664","8,225,332,000",500,KRW,223
143160,IDIS,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"10,716,390","5,358,195,000",500,KRW,1564
054800,IDIS Holdings,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","10,347,756","5,173,878,000",500,KRW,1260
078780,IDS,032602,Manufacture of Electronic Components,"7,448,265","3,724,132,500",500,KRW,1632
067920,IGLOO SECURITY,105802,Software Development and Supply,"10,228,248","5,114,124,000",500,KRW,1439
003560,IHQ,105901,"Motion Picture, Video, Broadcasting Programmes Production and Distribution","143,309,751","71,654,875,500",500,KRW,694
149010,IKSemicon,032601,Manufacture of Semiconductor,"3,120,000","1,560,000,000",500,KRW,1569
000230,ILDONG PHARM,032102,Manufacture of Medicaments,"25,068,065","25,068,065,000","1,000",KRW,1033
008500,ILJEONG IND,031303,Manufacture of  Knitted Fabric Mills and Fabric Products,"1,200,000","6,000,000,000","5,000",KRW,601
081000,ILJIN DIAMOND,032004,Manufacture of Other Chemical Products,"11,277,975","11,277,975,000","1,000",KRW,712
020760,ILJIN DISPLAY,032601,Manufacture of Semiconductor,"28,314,440","14,157,220,000",500,KRW,486
103590,ILJIN ELECTRIC,032803,"Manufacture of Insulated Wires and Cables, Including Insulated Code Sets","37,080,390","37,080,390,000","1,000",KRW,564
015860,ILJIN HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","49,347,483","49,852,615,000","1,000",KRW,934
020150,ILJIN MATERIALS,032602,Manufacture of Electronic Components,"39,200,000","19,600,000,000",500,KRW,493
094820,ILJIN POWER,032901,Manufacture of General Purpose Machinery,"15,078,709","7,539,354,500",500,KRW,1347
078940,ILKYUNG,064203,Electrical and Communication Works,"14,796,104","7,398,052,000",500,KRW,510
003200,ILSHIN SPNG,031301,Spinning of Textiles and Processing of Threads and Yarns,"2,400,000","12,000,000,000","5,000",KRW,1163
007110,ILSHIN STONE,074606,"Wholesale of Construction Materials, Hardware and Heating and Air Conditioning Equipment","77,456,610","38,728,305,000",500,KRW,607
013360,ILSUNG CONST,064102,Heavy Construction,"5,340,364","27,012,440,000","5,000",KRW,972
003120,ILSUNG PHARM,032102,Manufacture of Medicaments,"2,660,000","13,300,000,000","5,000",KRW,1164
058450,ILYA,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"9,780,000","4,890,000,000",500,KRW,67
007570,ILYANG PHARM,032102,Manufacture of Medicaments,"19,018,208","48,658,220,000","2,500",KRW,235
101390,IM,074605,Wholesale of Machinery Equipment and Supplies,"18,318,009","9,159,004,500",500,KRW,496
115610,IMAGIS,032601,Manufacture of Semiconductor,"7,669,128","3,834,564,000",500,KRW,1074
122900,IMARKETKOREA,074608,Wholesale of Non-Specialized Goods,"35,943,340","18,166,670,000",500,KRW,580
034590,INCHON CITY GAS,043502,"Manufacture of Gas, Distribution of Gaseous Fuel Through Mains","4,374,754","21,873,770,000","5,000",KRW,337
083640,INCON,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"6,394,863","3,197,431,500",500,KRW,855
023810,INFAC,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"10,000,000","5,000,000,000",500,KRW,1069
071200,INFINITT Healthcare,105802,Software Development and Supply,"24,376,583","12,188,291,500",500,KRW,653
036220,INFOPIA,032103,Manufacture of Pharmaceutical Goods Other Than Medicaments,"8,696,659","4,348,329,500",500,KRW,1256
115310,INFOvine,106102,Telecommunications,"3,113,672","1,556,836,000",500,KRW,1275
041020,INFRAWARE,105802,Software Development and Supply,"18,618,160","9,309,080,000",500,KRW,1248
053350,INITECH,105802,Software Development and Supply,"19,790,916","9,895,458,000",500,KRW,164
214320,INNOCEAN,137103,Advertising,"20,000,000","10,000,000,000",500,KRW,1890
088390,INNOX,032602,Manufacture of Electronic Components,"12,308,242","6,154,121,000",500,KRW,147
060150,INSUN ENT,053802,Waste Treatment Services,"34,125,000","17,062,500,000",500,KRW,100
033230,INSUNG,106201,"Computer programming, System Integration and Management Services","16,965,620","8,482,810,000",500,KRW,748
064290,INTEKPLUS,032902,Manufacture of Special-Purpose Machinery,"9,290,333","4,645,166,500",500,KRW,443
051370,INTERFLEX,032602,Manufacture of Electronic Components,"16,380,672","8,190,336,000",500,KRW,395
129260,INTERGIS,084903,Road Freight Transport,"29,742,762","14,871,381,000",500,KRW,1547
119610,INTEROJO,032703,"Manufacture of Spectacle, Photographic Equipment and Other Optical Instruments","10,776,000","5,388,000,000",500,KRW,277
049070,INTOPS,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"8,600,000","4,300,000,000",500,KRW,185
023800,INZI CONTROLS,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"15,160,128","7,580,064,000",500,KRW,705
037330,INZI DISPLAY,032602,Manufacture of Electronic Components,"35,603,146","17,801,573,000",500,KRW,1373
114810,IONES,032902,Manufacture of Special-Purpose Machinery,"10,495,566","5,247,783,000",500,KRW,375
060570,IRIVER,032605,Manufacture of Electronic Video and Audio Equipment,"31,060,996","15,530,498,000",500,KRW,1423
010780,IS DONGSEO,032302,Manufacture of Ceramic Ware,"27,126,504","13,571,980,500",500,KRW,952
095340,ISC,032602,Manufacture of Electronic Components,"11,892,676","5,946,338,000",500,KRW,1719
069920,ISE Commerce,074709,Retail Sale not in Stores,"25,514,093","12,757,046,500",500,KRW,1465
086890,ISU ABXIS,032103,Manufacture of Pharmaceutical Goods Other Than Medicaments,"14,981,052","7,490,526,000",500,KRW,175
005950,ISU CHEM,032001,Manufacture of Basic Chemicals,"15,278,000","76,390,000,000","5,000",KRW,617
007660,ISUPETASYS,032602,Manufacture of Electronic Components,"41,268,398","41,268,398,000","1,000",KRW,635
124500,ITCEN,106201,"Computer programming, System Integration and Management Services","4,420,192","2,210,096,000",500,KRW,1486
119830,ITEK Semi,137309,"Other Professional, Scientific and Technical Services n.e.c.","5,209,046","2,604,523,000",500,KRW,1171
099520,ITX SECURITY,032605,Manufacture of Electronic Video and Audio Equipment,"13,213,383","6,606,691,500",500,KRW,1389
019540,IljiTech,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"13,513,500","6,756,750,000",500,KRW,1207
014990,In the F,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","58,932,995","29,466,497,500",500,KRW,865
041830,InBody,032701,Manufacture of Medical Appliances and Instruments,"13,683,782","6,841,891,000",500,KRW,1710
039290,InfoBank,106309,Other Information Service Activities,"8,693,978","4,346,989,000",500,KRW,284
101930,Inhwa Precision,033101,Building of Ships and Boats,"9,331,705","4,665,852,500",500,KRW,1706
049550,InkTec,032004,Manufacture of Other Chemical Products,"8,678,270","4,640,126,500",500,KRW,187
080420,InnoChips,032602,Manufacture of Electronic Components,"14,907,743","7,453,871,500",500,KRW,710
073490,Innowireless,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"6,002,500","3,001,250,000",500,KRW,495
023430,Integrated Energy,074607,Other Specialized Wholesale,"135,769,576","67,884,788,000",500,KRW,708
017250,Interm,032605,Manufacture of Electronic Video and Audio Equipment,"18,926,986","9,463,493,000",500,KRW,561
108790,Interpark,074709,Retail Sale not in Stores,"32,841,519","16,420,759,500",500,KRW,137
035080,Interpark Holdings,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","59,500,000","30,421,046,500",500,KRW,352
150840,IntroMedic,032701,Manufacture of Medical Appliances and Instruments,"7,171,178","3,585,589,000",500,KRW,1783
058420,J way,105901,"Motion Picture, Video, Broadcasting Programmes Production and Distribution","9,291,750","4,645,875,000",500,KRW,78
000440,JA Enervis,074607,Other Specialized Wholesale,"1,245,426","3,113,565,000","2,500",KRW,1203
049630,JAEYOUNG,032703,"Manufacture of Spectacle, Photographic Equipment and Other Optical Instruments","31,864,445","15,932,222,500",500,KRW,423
033240,JAHWA ELEC,032602,Manufacture of Electronic Components,"17,900,000","8,950,000,000",500,KRW,359
175330,JB FINANCIAL GROUP,116409,Other Financial Intermediation,"126,503,947","632,519,735,000","5,000",KRW,113
137950,JC Chemical,032004,Manufacture of Other Chemical Products,"13,340,000","6,670,000,000",500,KRW,1773
033320,JC HYUN SYSTEMS,074605,Wholesale of Machinery Equipment and Supplies,"19,114,432","9,557,216,000",500,KRW,357
002620,JEIL PHARM,032102,Manufacture of Medicaments,"14,850,000","7,425,000,000",500,KRW,1265
038010,JEIL TECHNOS,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","9,000,000","4,500,000,000",500,KRW,1385
036930,JEL,032902,Manufacture of Special-Purpose Machinery,"48,249,212","24,124,606,000",500,KRW,371
065620,JENAX,032401,Manufacture of Basic Iron and Steel,"21,372,644","10,686,322,000",500,KRW,12
010580,JICO,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"27,712,680","13,856,340,000",500,KRW,1451
088790,JINDO,074607,Other Specialized Wholesale,"10,265,453","5,132,726,500",500,KRW,1692
036890,JINSUNG,032902,Manufacture of Special-Purpose Machinery,"20,000,000","10,000,000,000",500,KRW,1279
007370,JINYANGPHARM,032102,Manufacture of Medicaments,"12,000,000","6,000,000,000",500,KRW,1221
033050,JMI,031802,Reproduction of Recorded Media,"32,579,342","32,579,342,000","1,000",KRW,1741
094970,JMT,032602,Manufacture of Electronic Components,"16,748,240","8,374,120,000",500,KRW,1357
126880,JNK Heaters,032901,Manufacture of General Purpose Machinery,"8,000,000","4,000,000,000",500,KRW,1496
044060,JOKWANG ILI,032901,Manufacture of General Purpose Machinery,"8,289,879","4,144,939,500",500,KRW,261
044380,JOOYONTECH,032603,Manufacture of Computers and Peripheral Equipment,"42,900,000","4,290,000,000",100,KRW,943
080220,JSC,032601,Manufacture of Semiconductor,"23,428,725","11,864,362,500",500,KRW,475
089790,JT Corp.,032902,Manufacture of Special-Purpose Machinery,"7,472,424","3,736,212,000",500,KRW,120
054950,JVM,032901,Manufacture of General Purpose Machinery,"6,330,908","3,165,454,000",500,KRW,144
096760,JW HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","56,619,991","28,309,995,500",500,KRW,1285
001060,JW PHARMA,032102,Manufacture of Medicaments,"17,850,932","45,200,262,500","2,500",KRW,1051
067290,JW SHINYAK,032102,Manufacture of Medicaments,"39,044,958","19,522,479,000",500,KRW,1156
035900,JYP Ent.,105902,Audio Publishing and Original Master Recordings,"34,043,012","17,021,506,000",500,KRW,404
036420,Jcontentree,137103,Advertising,"69,330,457","34,665,228,500",500,KRW,518
023440,JeilSteel,032401,Manufacture of Basic Iron and Steel,"14,014,055","7,007,027,500",500,KRW,442
067000,JoyCity,105802,Software Development and Supply,"11,762,443","5,881,221,500",500,KRW,1187
101730,Joymax,105802,Software Development and Supply,"8,505,234","4,252,617,000",500,KRW,512
018120,JrDistiller,031101,Manufacture of  Alcoholic Beverages,"7,524,000","3,984,450,000",500,KRW,535
043290,K-MAC,032702,"Manufacture of Instruments and Appliances for Measuring, Checking, Testing, Navigating, controlling and Other Purposes, Except Optical Instruments","6,838,015","3,419,007,500",500,KRW,621
039240,K-Steel,032401,Manufacture of Basic Iron and Steel,"5,000,000","2,500,000,000",500,KRW,308
029460,K.C.TECH,032702,"Manufacture of Instruments and Appliances for Measuring, Checking, Testing, Navigating, controlling and Other Purposes, Except Optical Instruments","33,393,384","16,696,692,000",500,KRW,746
017890,KAI,032004,Manufacture of Other Chemical Products,"21,605,760","10,802,880,000",500,KRW,500
003490,KAL,085101,Scheduled Air Transport,"72,839,744","369,752,690,000","5,000",KRW,1424
014200,KANGLIM,033001,Manufacture of Motor Vehicles and Engines for Motor Vehicles,"19,119,243","19,119,243,000","1,000",KRW,916
078890,KAON Media,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"13,408,230","6,704,115,000",500,KRW,488
021960,KB CAPITAL,116409,Other Financial Intermediation,"21,492,128","107,460,640,000","5,000",KRW,989
002550,KB Insurance,116501,Insurance,"60,000,000","30,000,000,000",500,KRW,1168
024840,KB METAL,032402,Manufacture of Basic Precious and Non-ferrous Metals,"106,207,480","53,103,740,000",500,KRW,326
208350,KB NO.5 SPAC,116601,Activities Auxiliary to Financial Service Activities,"5,220,000","522,000,000",100,KRW,1844
203690,KB No.3 SPAC,116601,Activities Auxiliary to Financial Service Activities,"10,520,000","1,052,000,000",100,KRW,1797
205500,KB No.4 SPAC,116601,Activities Auxiliary to Financial Service Activities,"10,520,000","1,052,000,000",100,KRW,1810
208640,KB No.6 SPAC,116601,Activities Auxiliary to Financial Service Activities,"16,000,000","1,600,000,000",100,KRW,1849
214270,KB No.7 SPAC,116601,Activities Auxiliary to Financial Service Activities,"5,350,000","535,000,000",100,KRW,1935
024120,KBA,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"11,500,000","5,750,000,000",500,KRW,459
105560,KBFinancialGroup,116409,Other Financial Intermediation,"386,351,693","1,931,758,465,000","5,000",KRW,506
